SampleID,Env
ERR4282031,4M
ERR4282032,5Y
ERR4282033,B
ERR4282034,12M
ERR4282035,3Y
ERR4282036,4M
ERR4282037,5Y
ERR4282038,B
ERR4282039,M
ERR4282040,12M
ERR4282041,4M
ERR4282042,B
ERR4282043,M
ERR4282044,12M
ERR4282045,3Y
ERR4282046,4M
ERR4282047,M
ERR4282048,12M
ERR4282049,4M
ERR4282050,B
ERR4282051,M
ERR4282052,12M
ERR4282053,4M
ERR4282054,5Y
ERR4282055,12M
ERR4282056,4M
ERR4282057,M
ERR4282058,12M
ERR4282059,3Y
ERR4282060,4M
ERR4282061,5Y
ERR4282062,M
ERR4282063,12M
ERR4282064,3Y
ERR4282065,4M
ERR4282066,5Y
ERR4282067,12M
ERR4282068,3Y
ERR4282069,4M
ERR4282070,5Y
ERR4282071,B
ERR4282072,M
ERR4282073,12M
ERR4282074,3Y
ERR4282075,4M
ERR4282076,5Y
ERR4282077,B
ERR4282078,M
ERR4282079,3Y
ERR4282080,4M
ERR4282081,12M
ERR4282082,3Y
ERR4282083,4M
ERR4282084,5Y
ERR4282085,B
ERR4282086,M
ERR4282087,5Y
ERR4282088,12M
ERR4282089,3Y
ERR4282090,4M
ERR4282091,5Y
ERR4282092,M
ERR4282093,12M
ERR4282094,4M
ERR4282095,B
ERR4282096,M
ERR4282097,B
ERR4282098,M
ERR4282099,12M
ERR4282100,3Y
ERR4282101,4M
ERR4282102,5Y
ERR4282103,B
ERR4282104,M
ERR4282105,12M
ERR4282106,3Y
ERR4282107,4M
ERR4282108,5Y
ERR4282109,M
ERR4282110,12M
ERR4282111,3Y
ERR4282112,4M
ERR4282113,5Y
ERR4282114,B
ERR4282115,M
ERR4282116,12M
ERR4282117,3Y
ERR4282118,4M
ERR4282119,5Y
ERR4282120,B
ERR4282121,M
ERR4282122,12M
ERR4282123,3Y
ERR4282124,4M
ERR4282125,5Y
ERR4282126,B
ERR4282127,12M
ERR4282128,B
ERR4282129,12M
ERR4282130,3Y
ERR4282131,4M
ERR4282132,M
ERR4282133,12M
ERR4282134,12M
ERR4282135,3Y
ERR4282136,4M
ERR4282137,B
ERR4282138,M
ERR4282139,12M
ERR4282140,3Y
ERR4282141,4M
ERR4282142,B
ERR4282143,M
ERR4282144,12M
ERR4282145,3Y
ERR4282146,4M
ERR4282147,5Y
ERR4282148,3Y
ERR4282149,4M
ERR4282150,12M
ERR4282151,3Y
ERR4282152,5Y
ERR4282153,B
ERR4282154,M
ERR4282155,5Y
ERR4282156,12M
ERR4282157,3Y
ERR4282158,4M
ERR4282159,5Y
ERR4282160,M
ERR4282161,M
ERR4282162,12M
ERR4282163,3Y
ERR4282164,4M
ERR4282165,5Y
ERR4282166,M
ERR4282167,12M
ERR4282168,4M
ERR4282169,5Y
ERR4282170,B
ERR4282171,M
ERR4282172,12M
ERR4282173,4M
ERR4282174,5Y
ERR4282175,B
ERR4282176,M
ERR4282177,3Y
ERR4282178,4M
ERR4282179,5Y
ERR4282180,12M
ERR4282181,12M
ERR4282182,3Y
ERR4282183,4M
ERR4282184,M
ERR4282185,12M
ERR4282186,5Y
ERR4282187,12M
ERR4282188,3Y
ERR4282189,4M
ERR4282190,5Y
ERR4282191,3Y
ERR4282192,4M
ERR4282193,12M
ERR4282194,3Y
ERR4282195,4M
ERR4282196,5Y
ERR4282197,B
ERR4282198,M
ERR4282199,5Y
ERR4282200,12M
ERR4282201,3Y
ERR4282202,4M
ERR4282203,5Y
ERR4282204,M
ERR4282205,4M
ERR4282206,M
ERR4282207,3Y
ERR4282208,M
ERR4282209,12M
ERR4282210,12M
ERR4282211,3Y
ERR4282212,4M
ERR4282213,5Y
ERR4282214,M
ERR4282215,12M
ERR4282216,3Y
ERR4282217,4M
ERR4282218,12M
ERR4282219,3Y
ERR4282220,4M
ERR4282221,12M
ERR4282222,3Y
ERR4282223,4M
ERR4282224,5Y
ERR4282225,M
ERR4282226,5Y
ERR4282227,12M
ERR4282228,3Y
ERR4282229,4M
ERR4282230,5Y
ERR4282231,B
ERR4282232,M
ERR4282233,12M
ERR4282234,3Y
ERR4282235,4M
ERR4282236,5Y
ERR4282237,M
ERR4282238,12M
ERR4282239,3Y
ERR4282240,4M
ERR4282241,5Y
ERR4282242,B
ERR4282243,M
ERR4282244,4M
ERR4282245,B
ERR4282246,M
ERR4282247,12M
ERR4282248,12M
ERR4282249,4M
ERR4282250,3Y
ERR4282251,12M
ERR4282252,3Y
ERR4282253,4M
ERR4282254,5Y
ERR4282255,4M
ERR4282256,5Y
ERR4282257,12M
ERR4282258,3Y
ERR4282259,4M
ERR4282260,5Y
ERR4282261,M
ERR4282262,12M
ERR4282263,3Y
ERR4282264,4M
ERR4282265,5Y
ERR4282266,B
ERR4282267,M
ERR4282268,12M
ERR4282269,4M
ERR4282270,M
ERR4282271,12M
ERR4282272,3Y
ERR4282273,4M
ERR4282274,5Y
ERR4282275,B
ERR4282276,M
ERR4282277,12M
ERR4282278,12M
ERR4282279,3Y
ERR4282280,4M
ERR4282281,5Y
ERR4282282,B
ERR4282283,M
ERR4282284,12M
ERR4282285,3Y
ERR4282286,4M
ERR4282287,5Y
ERR4282288,B
ERR4282289,M
ERR4282290,3Y
ERR4282291,12M
ERR4282292,4M
ERR4282293,B
ERR4282294,4M
ERR4282295,12M
ERR4282296,3Y
ERR4282297,4M
ERR4282298,5Y
ERR4282299,B
ERR4282300,M
ERR4282301,5Y
ERR4282302,12M
ERR4282303,3Y
ERR4282304,4M
ERR4282305,B
ERR4282306,M
ERR4282307,12M
ERR4282308,3Y
ERR4282309,4M
ERR4282310,5Y
ERR4282311,B
ERR4282312,M
ERR4282313,3Y
ERR4282314,4M
ERR4282315,5Y
ERR4282316,M
ERR4282317,3Y
ERR4282318,12M
ERR4282319,3Y
ERR4282320,4M
ERR4282321,5Y
ERR4282322,B
ERR4282323,M
ERR4282324,12M
ERR4282325,4M
ERR4282326,5Y
ERR4282327,12M
ERR4282328,3Y
ERR4282329,4M
ERR4282330,5Y
ERR4282331,B
ERR4282332,M
ERR4282333,12M
ERR4282334,3Y
ERR4282335,4M
ERR4282336,5Y
ERR4282337,B
ERR4282338,M
ERR4282339,12M
ERR4282340,3Y
ERR4282341,4M
ERR4282342,5Y
ERR4282343,B
ERR4282344,M
ERR4282345,12M
ERR4282346,3Y
ERR4282347,4M
ERR4282348,5Y
ERR4282349,B
ERR4282350,M
ERR4282351,12M
ERR4282352,3Y
ERR4282353,4M
ERR4282354,4M
ERR4282355,12M
ERR4282356,4M
ERR4282357,B
ERR4282358,M
ERR4282359,3Y
ERR4282360,4M
ERR4282361,5Y
ERR4282362,M
ERR4282363,12M
ERR4282364,4M
ERR4282365,12M
ERR4282366,3Y
ERR4282367,4M
ERR4282368,12M
ERR4282369,3Y
ERR4282370,4M
ERR4282371,5Y
ERR4282372,12M
ERR4282373,3Y
ERR4282375,5Y
ERR4282376,12M
ERR4282377,4M
ERR4282378,M
ERR4282379,12M
ERR4282380,3Y
ERR4282381,4M
ERR4282382,M
ERR4282383,12M
ERR4282384,3Y
ERR4282385,4M
ERR4282386,5Y
ERR4282387,12M
ERR4282388,3Y
ERR4282389,4M
ERR4282390,5Y
ERR4282391,B
ERR4282392,12M
ERR4282393,4M
ERR4282394,B
ERR4282395,M
ERR4282396,12M
ERR4282397,4M
ERR4282398,M
ERR4282399,3Y
ERR4282400,4M
ERR4282401,5Y
ERR4282402,M
ERR4282403,12M
ERR4282404,12M
ERR4282405,3Y
ERR4282406,4M
ERR4282407,B
ERR4282408,M
ERR4282409,4M
ERR4282410,5Y
ERR4282411,12M
ERR4282412,3Y
ERR4282413,4M
ERR4282414,5Y
ERR4282415,4M
ERR4282416,M
ERR4282417,12M
ERR4282418,3Y
ERR4282419,4M
ERR4282420,5Y
ERR4282421,B
ERR4282422,M
ERR4282423,4M
ERR4282424,B
ERR4282425,M
ERR4282426,B
ERR4282427,12M
ERR4282428,3Y
ERR4282429,4M
ERR4282430,5Y
ERR4282431,12M
ERR4282432,3Y
ERR4282433,4M
ERR4282434,5Y
ERR4282435,3Y
ERR4282436,4M
ERR4282437,3Y
ERR4282438,4M
ERR4282439,5Y
ERR4282440,B
ERR4282441,5Y
ERR4282442,12M
ERR4282443,3Y
ERR4282444,4M
ERR4282445,5Y
ERR4282446,12M
ERR4282447,3Y
ERR4282448,4M
ERR4282449,5Y
ERR4282450,B
ERR4282451,M
ERR4282452,12M
ERR4282453,3Y
ERR4282454,4M
ERR4282455,5Y
ERR4282456,B
ERR4282457,M
ERR4282458,B
ERR4282459,M
ERR4282460,12M
ERR4282461,12M
ERR4282462,3Y
ERR4282463,M
ERR4282464,3Y
ERR4282465,12M
ERR4282466,3Y
ERR4282467,4M
ERR4282468,3Y
ERR4282469,4M
ERR4282470,5Y
ERR4282471,M
ERR4282472,5Y
ERR4282473,12M
ERR4282474,3Y
ERR4282475,4M
ERR4282476,5Y
ERR4282477,12M
ERR4282478,4M
ERR4282479,B
ERR4282480,M
ERR4282481,12M
ERR4282482,M
ERR4282483,B
ERR4282484,M
ERR4282485,M
ERR4282486,12M
ERR4282487,3Y
ERR4282488,4M
ERR4282489,5Y
ERR4282490,M
ERR4282491,12M
ERR4282492,3Y
ERR4282493,4M
ERR4282494,5Y
ERR4282495,M
ERR4282496,12M
ERR4282497,3Y
ERR4282498,4M
ERR4282499,5Y
ERR4282500,B
ERR4282501,M
ERR4282502,4M
ERR4282503,12M
ERR4282504,4M
ERR4282505,B
ERR4282506,M
ERR4282507,12M
ERR4282508,4M
ERR4282509,5Y
ERR4282510,B
ERR4282511,M
ERR4282512,B
ERR4282513,M
ERR4282514,12M
ERR4282515,4M
ERR4282516,M
ERR4282517,12M
ERR4282518,3Y
ERR4282519,4M
ERR4282520,5Y
ERR4282521,B
ERR4282522,M
ERR4282523,12M
ERR4282524,3Y
ERR4282525,4M
ERR4282526,B
ERR4282527,M
ERR4282528,12M
ERR4282529,3Y
ERR4282530,4M
ERR4282531,5Y
ERR4282532,B
ERR4282533,M
ERR4282534,12M
ERR4282535,4M
ERR4282536,12M
ERR4282537,3Y
ERR4282540,M
ERR4282541,12M
ERR4282542,4M
ERR4282543,B
ERR4282544,M
ERR4282545,12M
ERR4282546,12M
ERR4282547,3Y
ERR4282548,5Y
ERR4282549,M
ERR4282550,12M
ERR4282551,3Y
ERR4282552,5Y
ERR4282553,B
ERR4282554,M
ERR4282555,12M
ERR4282556,3Y
ERR4282557,4M
ERR4282558,5Y
ERR4282559,M
ERR4282560,3Y
ERR4282561,4M
ERR4282562,12M
ERR4282563,4M
ERR4282564,M
ERR4282565,12M
ERR4282566,4M
ERR4282567,12M
ERR4282568,3Y
ERR4282569,12M
ERR4282570,4M
ERR4282571,B
ERR4282572,B
ERR4282573,M
ERR4282574,12M
ERR4282575,3Y
ERR4282576,5Y
ERR4282577,12M
ERR4282578,3Y
ERR4282579,M
ERR4282580,12M
ERR4282581,3Y
ERR4282582,4M
ERR4282583,5Y
ERR4282584,B
ERR4282585,M
ERR4282586,12M
ERR4282587,3Y
ERR4282588,4M
ERR4282589,B
ERR4282590,M
ERR4282591,12M
ERR4282592,4M
ERR4282593,4M
ERR4282594,M
ERR4282595,12M
ERR4282596,M
ERR4282597,12M
ERR4282598,3Y
ERR4282599,4M
ERR4282600,M
ERR4282601,12M
ERR4282602,4M
ERR4282603,5Y
ERR4282604,12M
ERR4282605,3Y
ERR4282606,4M
ERR4282607,5Y
ERR4282608,M
ERR4282609,4M
ERR4282610,5Y
ERR4282611,12M
ERR4282612,3Y
ERR4282613,4M
ERR4282614,5Y
ERR4282615,3Y
ERR4282616,4M
ERR4282617,12M
ERR4282618,3Y
ERR4282622,3Y
ERR4282623,M
ERR4282624,12M
ERR4282625,3Y
ERR4282626,4M
ERR4282627,B
ERR4282628,M
ERR4282629,12M
ERR4282630,B
ERR4282631,12M
ERR4282632,3Y
ERR4282633,4M
ERR4282634,M
ERR4282635,B
ERR4282636,M
ERR4282637,12M
ERR4282638,3Y
ERR4282639,4M
ERR4282640,5Y
ERR4282641,B
ERR4282642,M
ERR4282643,12M
ERR4282644,12M
ERR4282645,4M
ERR4282646,12M
ERR4282647,4M
ERR4282648,M
ERR4282649,12M
ERR4282650,3Y
ERR4282651,4M
ERR4282652,5Y
ERR4282653,B
ERR4282654,M
ERR4282655,3Y
ERR4282656,12M
ERR4282657,3Y
ERR4282658,5Y
ERR4282659,4M
ERR4282660,M
ERR4282661,5Y
ERR4282662,3Y
ERR4282663,M
ERR4282664,12M
ERR4282665,3Y
ERR4282666,4M
ERR4282667,5Y
ERR4282668,M
ERR4282669,12M
ERR4282670,4M
ERR4282671,B
ERR4282672,M
ERR4282673,B
ERR4282674,M
ERR4282675,12M
ERR4282676,12M
ERR4282677,3Y
ERR4282678,4M
ERR4282679,5Y
ERR4282680,M
ERR4282681,12M
ERR4282682,3Y
ERR4282683,4M
ERR4282684,5Y
ERR4282685,12M
ERR4282686,4M
ERR4282687,B
ERR4282688,4M
ERR4282689,M
ERR4282690,12M
ERR4282691,4M
ERR4282692,M
ERR4282693,3Y
ERR4282694,5Y
ERR4282695,3Y
ERR4282696,4M
ERR4282697,12M
ERR4282698,3Y
ERR4282699,5Y
ERR4282700,B
ERR4282701,M
ERR4282702,12M
ERR4282703,3Y
ERR4282704,4M
ERR4282705,5Y
ERR4282706,12M
ERR4282707,4M
ERR4282708,12M
ERR4282709,4M
ERR4282710,M
ERR4282711,12M
ERR4282712,3Y
ERR4282713,12M
ERR4282714,3Y
ERR4282715,5Y
ERR4282716,12M
ERR4282717,3Y
ERR4282718,5Y
ERR4282719,3Y
ERR4282720,4M
ERR4282721,5Y
ERR4282722,B
ERR4282723,3Y
ERR4282724,12M
ERR4282725,4M
ERR4282726,B
ERR4282727,12M
ERR4282728,3Y
ERR4282729,4M
ERR4282730,5Y
ERR4282731,M
ERR4282732,12M
ERR4282733,3Y
ERR4282734,4M
ERR4282735,5Y
ERR4282736,B
ERR4282737,M
ERR4282738,4M
ERR4282739,M
ERR4282740,12M
ERR4282741,3Y
ERR4282746,3Y
ERR4282747,5Y
ERR4282748,M
ERR4282749,4M
ERR4282750,B
ERR4282751,M
ERR4282752,3Y
ERR4282753,4M
ERR4282754,12M
ERR4282755,3Y
ERR4282756,4M
ERR4282757,5Y
ERR4282758,B
ERR4282759,M
ERR4282760,12M
ERR4282761,4M
ERR4282762,B
ERR4282763,M
ERR4282764,12M
ERR4282765,4M
ERR4282766,B
ERR4282767,M
ERR4282768,12M
ERR4282769,3Y
ERR4282770,4M
ERR4282771,5Y
ERR4282772,B
ERR4282773,M
ERR4282774,12M
ERR4282775,3Y
ERR4282776,4M
ERR4282777,5Y
ERR4282778,M
ERR4282779,12M
ERR4282780,3Y
ERR4282781,4M
ERR4282782,5Y
ERR4282783,B
ERR4282784,12M
ERR4282785,3Y
ERR4282786,5Y
ERR4282787,M
ERR4282788,12M
ERR4282789,4M
ERR4282790,M
ERR4282791,12M
ERR4282792,3Y
ERR4282793,4M
ERR4282794,5Y
ERR4282795,M
ERR4282796,12M
ERR4282797,3Y
ERR4282798,4M
ERR4282799,5Y
ERR4282800,B
ERR4282801,M
ERR4282802,3Y
ERR4282803,4M
ERR4282804,3Y
ERR4282805,4M
ERR4282806,M
ERR4282807,5Y
ERR4282808,12M
ERR4282809,4M
ERR4282810,M
ERR4282811,12M
ERR4282812,3Y
ERR4282813,4M
ERR4282814,M
ERR4282815,12M
ERR4282816,3Y
ERR4282817,5Y
ERR4282818,M
ERR4282819,12M
ERR4282820,3Y
ERR4282821,4M
ERR4282822,5Y
ERR4282823,M
ERR4282824,M
ERR4282825,12M
ERR4282826,3Y
ERR4282827,4M
ERR4282828,5Y
ERR4282829,M
ERR4282830,12M
ERR4282831,3Y
ERR4282832,4M
ERR4282833,5Y
ERR4282834,12M
ERR4282835,3Y
ERR4282836,4M
ERR4282837,5Y
ERR4282838,M
ERR4282839,12M
ERR4282840,4M
ERR4282841,B
ERR4282842,M
ERR4282843,4M
ERR4282844,5Y
ERR4282845,12M
ERR4282846,3Y
ERR4282847,4M
ERR4282848,5Y
ERR4282849,M
ERR4282850,12M
ERR4282851,3Y
ERR4282852,4M
ERR4282853,5Y
ERR4282854,B
ERR4282855,M
ERR4282856,M
ERR4282857,12M
ERR4282858,4M
ERR4282859,B
ERR4282860,12M
ERR4282861,3Y
ERR4282862,4M
ERR4282863,5Y
ERR4282864,B
ERR4282865,M
ERR4282866,12M
ERR4282867,4M
ERR4282868,5Y
ERR4282869,B
ERR4282870,12M
ERR4282871,3Y
ERR4282872,4M
ERR4282873,5Y
ERR4282874,M
ERR4282875,3Y
ERR4282876,12M
ERR4282877,3Y
ERR4282878,4M
ERR4282879,5Y
ERR4282880,4M
ERR4282881,M
ERR4282882,12M
ERR4282883,4M
ERR4282884,5Y
ERR4282885,12M
ERR4282886,3Y
ERR4282887,4M
ERR4282888,5Y
ERR4282889,12M
ERR4282890,3Y
ERR4282891,5Y
ERR4282892,M
ERR4282893,12M
ERR4282894,3Y
ERR4282895,4M
ERR4282896,B
ERR4282897,M
ERR4282898,M
ERR4282899,12M
ERR4282900,3Y
ERR4282901,4M
ERR4282902,5Y
ERR4282903,12M
ERR4282904,3Y
ERR4282905,5Y
ERR4282906,4M
ERR4282907,B
ERR4282908,M
ERR4282909,12M
ERR4282910,M
ERR4282911,3Y
ERR4282912,4M
ERR4282913,5Y
ERR4282914,M
ERR4282915,12M
ERR4282916,3Y
ERR4282917,4M
ERR4282918,3Y
ERR4282919,4M
ERR4282920,5Y
ERR4282921,M
ERR4282922,12M
ERR4282923,4M
ERR4282924,B
ERR4282925,M
ERR4282926,12M
ERR4282927,3Y
ERR4282928,4M
ERR4282929,5Y
ERR4282930,4M
ERR4282931,5Y
ERR4282932,B
ERR4282933,M
ERR4282934,3Y
ERR4282935,M
ERR4282936,3Y
ERR4282937,4M
ERR4282938,M
ERR4282939,12M
ERR4282940,12M
ERR4282941,3Y
ERR4282942,4M
ERR4282943,5Y
ERR4282944,M
ERR4282945,12M
ERR4282946,3Y
ERR4282947,5Y
ERR4282948,12M
ERR4282949,4M
ERR4282950,12M
ERR4282951,3Y
ERR4282952,4M
ERR4282953,5Y
ERR4282954,M
ERR4282955,12M
ERR4282956,3Y
ERR4282957,5Y
ERR4282958,12M
ERR4282959,3Y
ERR4282960,4M
ERR4282961,5Y
ERR4282962,M
ERR4282963,12M
ERR4282964,3Y
ERR4282965,4M
ERR4282966,5Y
ERR4282967,M
ERR4282968,12M
ERR4282969,4M
ERR4282970,5Y
ERR4282971,B
ERR4282972,M
ERR4282973,12M
ERR4282974,12M
ERR4282975,3Y
ERR4282976,4M
ERR4282977,5Y
ERR4282978,M
ERR4282979,12M
ERR4282980,4M
ERR4282981,3Y
ERR4282982,5Y
ERR4282983,12M
ERR4282984,3Y
ERR4282985,4M
ERR4282986,5Y
ERR4282987,B
ERR4282988,M
ERR4282989,12M
ERR4282990,4M
ERR4282991,B
ERR4282992,M
ERR4282993,B
ERR4282994,M
ERR4282995,12M
ERR4282996,3Y
ERR4282997,5Y
ERR4282998,M
ERR4282999,12M
ERR4283000,3Y
ERR4283001,5Y
ERR4283002,B
ERR4283003,M
ERR4283004,12M
ERR4283005,3Y
ERR4283006,4M
ERR4283007,5Y
ERR4283008,B
ERR4283009,M
ERR4283010,4M
ERR4283011,12M
ERR4283012,4M
ERR4283013,B
ERR4283014,M
ERR4283015,M
ERR4283016,12M
ERR4283017,3Y
ERR4283018,4M
ERR4283019,5Y
ERR4283020,B
ERR4283021,M
ERR4283022,12M
ERR4283023,3Y
ERR4283024,4M
ERR4283025,5Y
ERR4283026,B
ERR4283027,M
ERR4283028,12M
ERR4283029,12M
ERR4283030,3Y
ERR4283031,4M
ERR4283032,5Y
ERR4283033,M
ERR4283034,12M
ERR4283035,3Y
ERR4283036,5Y
ERR4283037,B
ERR4283038,M
ERR4283039,3Y
ERR4283040,12M
ERR4283041,3Y
ERR4283042,4M
ERR4283043,5Y
ERR4283044,B
ERR4283045,M
ERR4283046,12M
ERR4283047,3Y
ERR4283048,5Y
ERR4283049,M
ERR4283050,B
ERR4283051,M
